input_text	target_text
Se me hizo interesante observar y sentirme parte del ambiente	Se me hizo interesante observar y sentirme parte del ambiente
Los artistas se veían diferentes en persona, más chaparros o más altos	Los artistas se veían diferentes en persona, más chaparros o más altos
Se veían más jóvenes o más viejos	Se veían más jóvenes o más viejos
Y aunque frecuentemente percibimos a los artistas como dioses de un diferente mundo, en realidad son personas como el resto de la humanidad.	Y aunque frecuentemente percibimos a los artistas como dioses de un diferente mundo, en realidad son personas como el resto de la humanidad.
Michelle Obama es una mujer muy simpactica y influyente	Michelle Obama es una mujer muy simpática e influyente
Ella fue la primer Africana Americana en el posición de la Primera Dama	Ella fue la primera Africana Americana en la posición de la Primera Dama
Michelle empecó la programa que se llama “Let’s Move!”	Michelle empezó el programa que se llama “Let’s Move!”
“Let’s Move!” es una iniciativa para reducir obesidad en niños	“Let’s Move!” es una iniciativa para reducir la obesidad en niños
Ella es la esposa de Barrack Obama	Ella es la esposa de Barack Obama
Ellos tienen dos hijas que se llaman Sasha y Malia	Ellos tienen dos hijas que se llaman Sasha y Malia
Ellas son bonitas y jovenes	Ellas son bonitas y jóvenes
Barrack fue el presidente de Los Estados Unidos por ocho años	Barrack fue el presidente de los Estados Unidos por ocho años
Michelle tiene un hermano mayor se llama Craig	Michelle tiene un hermano mayor que se llama Craig
Craig atendió la universidad de Princeton	Craig asistió a la universidad de Princeton
Michelle nació en Chicago	Michelle nació en Chicago
Ella tiene cincuenta y tres años	Ella tiene cincuenta y tres años
Ella fue a la universidad de Princeton y a la universidad de Harvard	Ella fue a la universidad de Princeton y a la universidad de Harvard
Michelle tiene su licenciatura en sociología	Michelle tiene su licenciatura en sociología
Ella atendió Harvard para estudiar la ley.	Ella asistió a Harvard para estudiar derecho.
Una persona famosa es Ryan Reynolds	Una persona famosa es Ryan Reynolds
Él es muy guapo y cómico	Él es muy guapo y cómico
Su pelo es corto y rubio y poquito gris	Su pelo es corto y rubio y un poquito gris
Él tiene los ojos morenos	Él tiene los ojos morenos
Ello es más alto que snookie para jersey shore pero ello es meno alto que El big show para WWE	Él es más alto que snookie de jersey shore pero él es menos alto que El big show para WWE
Yo te amo Ryan porque Ello es amable y muy cómico	Yo amo a Ryan porque Él es amable y muy cómico
Ello tiene una esposa se llama es Blake lively	Él tiene una esposa que se llama Blake Lively
QUE TRISTE	QUÉ TRISTE
Te amo Ryan Relyonolds, pero me gusta Blake también! Ryan esta un fantástico actor en Hollywood y él tiene dos niños con Blake	Te amo Ryan Relyonolds, pero ¡me gusta Blake también! Ryan es un fantástico actor en Hollywood y él tiene dos niños con Blake
Tiene un chico y una chica	Tiene un chico y una chica
Ello tiene cuarenta años su cumple años ese n octubre	Él tiene cuarenta años y su cumpleaños es en octubre
Ryan tiene tres hermanos, pero no tiene una hermana	Ryan tiene tres hermanos, pero no tiene hermanas
Ello es de Canadá, pero, vivo en Hollywood	Él es de Canadá, pero, vive en Hollywood
¡Yo quiero mirar su Nuevo película deadpool dos porque es muy cómico! Yo siento contente cuando mirando una película de Ryan Reynolds	¡Yo quiero mirar su nueva película Deadpool 2 porque es muy cómico! Yo siento contento cuando miro una película de Ryan Reynolds
Mi favorito es primero “Deadpool”, siguiente “The proposal” con Sandra Bullock	Mi favorita es el primer “Deadpool”, y después, “The proposal” con Sandra Bullock
Yo sé ello es muy Viejo, pero no me importa	Yo sé que él es muy viejo, pero no me importa
Ello le gusta perros y vinilla helado	A él le gustan perros y helado de vainilla
Ello no le gusta viajar por avión por ello es muy asustada	A él no le gusta viajar por avión porque él se asusta
El ama su esposa mucho, este es triste por yo, pero muy bonita para ellos	Él ama a su esposa mucho, este es triste por yo, pero muy bonita para ellos
El es muy comico en películas y interviews también	Él es muy cómico en películas y entrevistas también
Yo quiero conocer ello pero yo no se como	Yo lo quiero conocer pero yo no sé cómo
Yo nesisito conocer el antes yo muerto	Yo lo necesito conocer antes de morir
Yo quiero conocer el o Ryan Gosling	Yo quiero conocer a él o a Ryan Gosling
No me importa quien porque Reynolds es mas comico pero Gosling es mas guapo	No me importa quién porque Reynolds es más cómico pero Gosling es más guapo
Gosling es menos viejo que Reynolds.	Gosling es menos viejo que Reynolds.
Li Sun es una actriz famosa en China	Li Sun es una actriz famosa en China
Li es bonita y forma	Li es bonita y en buena forma
Es el drama más famoso en que está leyenda en Zhenhuan	Sale en el drama más famoso en que se cuenta la leyenda de Zhenhuan
Es una historia sobre la antigua china	Es una historia sobre la China antigua
El contexto es la dinastía qing	El contexto es la dinastía qing
Li muestra muy buen desempeño en este espectáculo	Li muestra muy buen desempeño en este espectáculo
Este show es tan popular que sigue jugando ahora en China en algún momento	Este show es tan popular que sigue en televisión ahora en China en este momento
Ella también es una buena persona que ayuda a la caridad	Ella también es una buena persona que ayuda a la caridad
Ella dona dinero para niños pobres en las zonas rurales	Ella dona dinero para niños pobres en las zonas rurales
Ella tiene dos hijos y un marido guapo	Ella tiene dos hijos y un marido guapo
Viven en Shanghai	Viven en Shanghai
Este es el mejor que puedo escribir	Esto es el mejor que puedo escribir.
Oscar Isaac Oscar Isaac es actor famoso por su representación de Poe Dameron en Star Wars y Nathan Bateman en la película, Ex Machina	Oscar Isaac es un actor famoso por su representación de Poe Dameron en Star Wars y Nathan Bateman en la película, Ex Machina
Él es actor Guatemalteco-Americano	Él es un actor Guatemalteco-Americano
Nació en Guatemala en 1979	Nació en Guatemala en 1979
Su compleaños es el nueve de marzo de 1979	Su cumpleaños es el nueve de marzo de 1979
Su madre, María Eugenia Estrada Nicollle, es Guatemalteco, también	Su madre, María Eugenia Estrada Nicollle, es guatemalteco, también
Su padre, Óscar Gonzalo Hernández-Cano es Cubano	Su padre, Óscar Gonzalo Hernández-Cano es cubano
Cuando Isaac tuvo cinco meses, comenzó a vivir en Miami, Florida	Cuando Isaac tenía cinco meses, comenzó a vivir en Miami, Florida
Empezó a interpretar para el “Area Stage Company” de Miami Beach en 2000	Empezó a interpretar para el “Area Stage Company” de Miami Beach en 2000
Luego, practicó musica en su banda	Luego, practicó música en su banda
Cuando la Escuela de Juilliard aceptó Isaac, enfocada en llegar a ser un actor profesional	Cuando la Escuela de Juilliard aceptó a Isaac, se enfocó en llegar a ser un actor profesional
Él se graduó de Julliard en 2005 y recibió una oportunidad cuando para interpretar en 1998	Él se graduó de Julliard en 2005 y recibió una oportunidad para ser actor en 1998
Su debut en 1996 fue un drama llamaste Illtown	Su debut en 1996 fue en un drama llamado Illtown
Continuó a interpretar en otras películas y programas pequeñas hasta participó en la película de los hermanos Coen, “Inside Llewyn Davis”	Continuó a interpretar en otras películas y programas pequeños hasta que participó en la película de los hermanos Coen, “Inside Llewyn Davis”
Él recibió una nominación de los Globos de Oro 2014 en la categoría de Mejor Actor en una Película Musical o una Comedia	Él recibió una nominación de los Globos de Oro 2014 en la categoría de Mejor Actor en una Película Musical o una Comedia
Su próxima película que es más famosa es Ex Machina	Su próxima película que es más famosa es Ex Machina
En la película es un inventor muy inteligente, pero posiblemente tiene secretos	En la película es un inventor muy inteligente, pero posiblemente tiene secretos
No ganó algunos premios, pero Isaac recibió reconocimiento por su papel en esta película	No ganó ningún premio, pero Isaac recibió reconocimiento por su papel en esta película
Posiblemenete, su papel más famoso es en Star Wars Episodio VII	Posiblemente, su papel más famoso es en Star Wars Episodio VII
En esta película, interpreta un piloto muy experto se llama Poe Dameron	En esta película, interpreta el rol de un piloto muy experto que se llama Poe Dameron
Los fans de la serie les gusta el personaje porque es muy divertido, seguro, y tiene mucha energía	A los fans de la serie les gusta el personaje porque es muy divertido, seguro, y tiene mucha energía
Hay otras papeles y películas que Oscar Isaac está en, pero estas son las que más famosas	Hay otros papeles y películas en que sale Oscar Isaac, pero estas son las que son más famosas
La revista Time lo proclamó en 2016 como una de las cien personas más influyentes en el mundo	La revista Time lo nombró en 2016 como una de las cien personas más influyentes del mundo
Esto es porque su trabajo muy excelente en un año	Esto es porque hizo un trabajo excelente en un año
Puede representar la país de Guatemala en sus películas y puedes inspirar su audiencia con alegría	Puede representar al país de Guatemala en sus películas y puede inspirar a su audiencia con alegría
Oscar Isaac tiene un future brillante y puede llevar alegría al teatro.	Oscar Isaac tiene un futuro brillante y puede llevar alegría al cine.
Ariana Grande es mi chanta favorita	Ariana Grande es mi cantante favorita
Ella chante musicá pop y r&b	Ella canta música pop y r&b
Ella tiene viente tres años y es Americano Italiano	Ella tiene veintitrés años y es americano italiano
Ella era actriz en broadway y television	Ella era actriz en broadway y televisión
Pero, actualmente ella chante musicá popular	Pero, actualmente ella canta música popular
Ella chante 'One Last Time' y 'Side to Side.' Su once album es titulo 'Yours Truly,' su dos album es titulo 'My Everything,' y su tres album es titulo 'Dangerous Woman.' Su musica es divertido y muy bien! Ella tiene pelo largo y negro	Ella canta 'One Last Time' y 'Side to Side.' Su álbum número once está titulado 'Yours Truly,' su segundo álbum está titulado 'My Everything,' y su tercer álbum está titulado 'Dangerous Woman.' ¡Su música es divertida y muy buena! Ella tiene pelo largo y negro
Su nombre es Grande, pero ella es petite	Su nombre es Grande, pero ella es pequeña
Ella es divertida, timida, activa, y trabaja	Ella es divertida, tímida, activa, y trabajadora
Se gusta chanter, hablar con su amigos y familia, y dancer	Le gusta cantar, hablar con sus amigos y su familia, y bailar
Se gusta perros, gatos, café, y musicá	Le gustan los perros, los gatos, el café, y la música
Me gusta eschuchar y chanter su musicá todas los dias! Me gusta su song 'Thinking Bout You,' 'Be Alright,' y 'Tattooed Heart.' Yo performo 'Side to Side' con mi amiga Carrie por nos club banquet	Me gusta escuchar y cantar su música todos los dias! Me gusta su canción 'Thinking Bout You,' 'Be Alright,' y 'Tattooed Heart.' Yo canto 'Side to Side' con mi amiga Carrie por una fiesta de nuestro club
Nosotros chantamos muy mal, pero tienamos muy divertido! Ariana Grande es un chanter muy bien! Ella tiene uno hermano y siete peros	Nosotros cantamos muy mal, pero ¡fue muy divertido! ¡Ariana Grande es una cantante muy buena! Ella tiene un hermano y siete perros
Antes de ella chante, Ariana era una actriz en la programa television, Victorious en Nickelodeon	Antes de cantar, Ariana era una actriz en el programa de televisión Victorious en Nickelodeon
Ella tiene un pelo rouge en Victorious	Ella fue pelirroja en Victorious
Despudes su programas finale, ella tiene un song con Mac Miller titulo 'The Way' por la album 'Yours Truly.' La album es successful	Después del final de su programa, ella tiene una canción con Mac Miller titulada 'The Way' para el álbum 'Yours Truly.' El álbum es exitoso
Actualmente, Ariana y Mac Miller estan enamore	Actualmente, Ariana y Mac Miller están enamorados
En Marzo viente siete, yo y mi amiga *FIRST_NAME* fuimos su Dangerous Woman concerté! Hay muy niñas a las concerté, pero el esta muy bien! Mi performance favorita es 'Knew Better' y 'Forever Boy' porque la dance y visuals es espectular!	¡El veintisiete de marzo mi amiga *FIRST_NAME* y yo fuimos a su concierto Dangerous Woman! Había muchas niñas en el concierto, pero ¡estaba muy bien! ¡Mis canciones favoritas son 'Knew Better' y 'Forever Boy' porque el baile y los visuales son espectaculares!
